Taxon	Kleb_Pneu_UCI69_V1	Kleb_Pneu_UCI70_V1	Kleb_Pneu_UCI75_V1	Kleb_Pneu_UCI76_V1	Kleb_Pneu_UCI81_V1	Kleb_Pneu_UCI82_V1	Kleb_Pneu_UCI91_V1	Kleb_Pneu_UCI92_V1	Kleb_Pneu_UCI93_V1	Kleb_Pneu_UCI94_V1	Kleb_Pneu_UCI95_V1	Kleb_Pneu_UCI96_V1	Kleb_pneu_BIDMC122	Kleb_pneu_BIDMC123	Kleb_pneu_BIDMC124	Kleb_pneu_BIDMC85_V1	Kleb_pneu_BIDMC86_V1	Kleb_pneu_BIDMC89_V1	Kleb_pneu_BIDMC91_V1	Kleb_pneu_BIDMC96_V1	Kleb_pneu_BIDMC_10_V1	Kleb_pneu_BIDMC_11_V1	Kleb_pneu_BIDMC_12A_V1	Kleb_pneu_BIDMC_12B_V1	Kleb_pneu_BIDMC_12C_V1	Kleb_pneu_BIDMC_13_V1	Kleb_pneu_BIDMC_14_V1	Kleb_pneu_BIDMC_16_V1	Kleb_pneu_BIDMC_18A_V1	Kleb_pneu_BIDMC_18B_V1	Kleb_pneu_BIDMC_18C_V1	Kleb_pneu_BIDMC_18D_V1	Kleb_pneu_BIDMC_1_V1	Kleb_pneu_BIDMC_21_V1	Kleb_pneu_BIDMC_22_V1	Kleb_pneu_BIDMC_23_V1	Kleb_pneu_BIDMC_24_V1	Kleb_pneu_BIDMC_25_V1	Kleb_pneu_BIDMC_2A_V1	Kleb_pneu_BIDMC_31_V1	Kleb_pneu_BIDMC_32_V1	Kleb_pneu_BIDMC_33B_V1	Kleb_pneu_BIDMC_34_V1	Kleb_pneu_BIDMC_35_V1	Kleb_pneu_BIDMC_36_V1	Kleb_pneu_BIDMC_40_V1	Kleb_pneu_BIDMC_41_V1	Kleb_pneu_BIDMC_42a_V1	Kleb_pneu_BIDMC_42b_V1	Kleb_pneu_BIDMC_45_V1	Kleb_pneu_BIDMC_46a_V1	Kleb_pneu_BIDMC_46b_V1	Kleb_pneu_BIDMC_47_V1	Kleb_pneu_BIDMC_48_V1	Kleb_pneu_BIDMC_4_V1	Kleb_pneu_BIDMC_51_V1	Kleb_pneu_BIDMC_52_V1	Kleb_pneu_BIDMC_53_V1	Kleb_pneu_BIDMC_54_V1	Kleb_pneu_BIDMC_55_V1	Kleb_pneu_BIDMC_5_V1	Kleb_pneu_BIDMC_60_V1	Kleb_pneu_BIDMC_68_V1	Kleb_pneu_BIDMC_69_V1	Kleb_pneu_BIDMC_7A_V1	Kleb_pneu_BIDMC_7B_V1	Kleb_pneu_BWH53_V1	Kleb_pneu_BWH58_V1	Kleb_pneu_BWH62_V1	Kleb_pneu_BWH66_V1	Kleb_pneu_BWH67_V1	Kleb_pneu_BWH_15_V1	Kleb_pneu_BWH_22_V1	Kleb_pneu_BWH_28_V1	Kleb_pneu_BWH_2_V1	Kleb_pneu_BWH_30_V1	Kleb_pneu_BWH_36_V1	Kleb_pneu_BWH_41_V1	Kleb_pneu_BWH_45_V1	Kleb_pneu_BWH_46_V1	Kleb_pneu_BWH_47_V1	Kleb_pneu_BWH_48_V1	Kleb_pneu_BWH_78	Kleb_pneu_MGH101_V1	Kleb_pneu_MGH102_V1	Kleb_pneu_MGH111_V1	Kleb_pneu_MGH112_V1	Kleb_pneu_MGH115_V1	Kleb_pneu_MGH116_V1	Kleb_pneu_MGH117_V1	Kleb_pneu_MGH118_V1	Kleb_pneu_MGH124_V1	Kleb_pneu_MGH125_V1	Kleb_pneu_MGH126_V1	Kleb_pneu_MGH133_V1	Kleb_pneu_MGH134_V1	Kleb_pneu_MGH140_V1	Kleb_pneu_MGH147_V1	Kleb_pneu_MGH148_V1	Kleb_pneu_MGH149_V1	Kleb_pneu_MGH150	Kleb_pneu_MGH153_V1	Kleb_pneu_MGH155_V1	Kleb_pneu_MGH156_V1	Kleb_pneu_MGH157_V1	Kleb_pneu_MGH158_V1	Kleb_pneu_MGH161_V1	Kleb_pneu_MGH162_V1	Kleb_pneu_MGH165_V1	Kleb_pneu_MGH166_V1	Kleb_pneu_MGH167_V1	Kleb_pneu_MGH168_V1	Kleb_pneu_MGH171_V1	Kleb_pneu_MGH172_V1	Kleb_pneu_MGH181_V1	Kleb_pneu_MGH182	Kleb_pneu_MGH185_V1	Kleb_pneu_MGH186_V1	Kleb_pneu_MGH189	Kleb_pneu_MGH190	Kleb_pneu_MGH191	Kleb_pneu_MGH192	Kleb_pneu_MGH193	Kleb_pneu_MGH201	Kleb_pneu_MGH202	Kleb_pneu_MGH203	Kleb_pneu_MGH204	Kleb_pneu_MGH205	Kleb_pneu_MGH206	Kleb_pneu_MGH211	Kleb_pneu_MGH221	Kleb_pneu_MGH222	Kleb_pneu_MGH227	Kleb_pneu_MGH228	Kleb_pneu_MGH229	Kleb_pneu_MGH230	Kleb_pneu_MGH235	Kleb_pneu_MGH251	Kleb_pneu_MGH252	Kleb_pneu_MGH81_V1	Kleb_pneu_MGH82_V1	Kleb_pneu_MGH83	Kleb_pneu_MGH84_V1	Kleb_pneu_MGH89_V1	Kleb_pneu_MGH90_V1	Kleb_pneu_MGH91_V1	Kleb_pneu_MGH93_V1	Kleb_pneu_MGH94_V1	Kleb_pneu_MGH95_V1	Kleb_pneu_MGH97_V1	Kleb_pneu_MGH98_V1	Kleb_pneu_MGH_17_V1	Kleb_pneu_MGH_18_V1	Kleb_pneu_MGH_19_V1	Kleb_pneu_MGH_21_V1	Kleb_pneu_MGH_29_V1	Kleb_pneu_MGH_30_V1	Kleb_pneu_MGH_31_V1	Kleb_pneu_MGH_32_V1	Kleb_pneu_MGH_35_V1	Kleb_pneu_MGH_36_V1	Kleb_pneu_MGH_39_V1	Kleb_pneu_MGH_43_V1	Kleb_pneu_MGH_45_V1	Kleb_pneu_MGH_46_V1	Kleb_pneu_MGH_47_V1	Kleb_pneu_MGH_48_V1	Kleb_pneu_MGH_51_V1	Kleb_pneu_MGH_52_V1	Kleb_pneu_MGH_59_V1	Kleb_pneu_MGH_60_V1	Kleb_pneu_MGH_63_V1	Kleb_pneu_MGH_64_V1	Kleb_pneu_MGH_65_V1	Kleb_pneu_MGH_66_V1	Kleb_pneu_MGH_67_V1	Kleb_pneu_MGH_69_V1	Kleb_pneu_MGH_70_V1	Kleb_pneu_MGH_71_V1	Kleb_pneu_MGH_72_V1	Kleb_pneu_MGH_73_V1	Kleb_pneu_MGH_74_V1	Kleb_pneu_MGH_75_V1	Kleb_pneu_MGH_79_V1	Kleb_pneu_UCI105_V1	Kleb_pneu_UCI106_V1	Kleb_pneu_UCI107_V1	Kleb_pneu_UCI108_V1	Kleb_pneu_UCI109_V1	Kleb_pneu_UCI110_V1	Kleb_pneu_UCI111_V1	Kleb_pneu_UCI112_V1	Kleb_pneu_UCI113_V1	Kleb_pneu_UCI114_V1	Kleb_pneu_UCI115_V1	Kleb_pneu_UCI116_V1	Kleb_pneu_UCI117_V1	Kleb_pneu_UCI118_V1	Kleb_pneu_UCI149	Kleb_pneu_UCI150	Kleb_pneu_UCI163	Kleb_pneu_UCI164	Kleb_pneu_UCI171	Kleb_pneu_UCI172	Kleb_pneu_UCI177	Kleb_pneu_UCI181	Kleb_pneu_UCI182	Kleb_pneu_UCI185	Kleb_pneu_UCI186	Kleb_pneu_UCI187	Kleb_pneu_UCI188	Kleb_pneu_UCI189	Kleb_pneu_UCI190	Kleb_pneu_UCICRE-123	Kleb_pneu_UCICRE-124	Kleb_pneu_UCICRE-125	Kleb_pneu_UCICRE-126	Kleb_pneu_UCICRE-130	Kleb_pneu_UCICRE-133	Kleb_pneu_UCICRE-134	Kleb_pneu_UCICRE-137	Kleb_pneu_UCICRE-138	Kleb_pneu_UCICRE-139	Kleb_pneu_UCICRE-140	Kleb_pneu_UCICRE-145	Kleb_pneu_UCI_13_V1	Kleb_pneu_UCI_17_V1	Kleb_pneu_UCI_19_V1	Kleb_pneu_UCI_1_V1	Kleb_pneu_UCI_20_V1	Kleb_pneu_UCI_21_V1	Kleb_pneu_UCI_22_V1	Kleb_pneu_UCI_25_V1	Kleb_pneu_UCI_26_V1	Kleb_pneu_UCI_2_V1	Kleb_pneu_UCI_33_V1	Kleb_pneu_UCI_34_V1	Kleb_pneu_UCI_37_V1	Kleb_pneu_UCI_38_V1	Kleb_pneu_UCI_41_V1	Kleb_pneu_UCI_42_V1	Kleb_pneu_UCI_43_V1	Kleb_pneu_UCI_44_V1	Kleb_pneu_UCI_4_V1	Kleb_pneu_UCI_55_V1	Kleb_pneu_UCI_56_V1	Kleb_pneu_UCI_59_V1	Kleb_pneu_UCI_60_V1	Kleb_pneu_UCI_61_V1	Kleb_pneu_UCI_62_V1	Kleb_pneu_UCI_63_V1	Kleb_pneu_UCI_64_V1	Kleb_pneu_UCI_67_V1	Kleb_pneu_UCI_68_V1	Kleb_pneu_UCI_6_V1	Kleb_pneu_UCI_7_V1	Kleb_pneu_UCI_8_V1
Kleb_pneu_MGH202	2144	2248	2148	2209	2149	2138	2150	2236	2150	2599	2145	2238	2254	2245	2245	2287	2297	2206	2202	2135	2139	2186	2143	2141	2142	2139	2143	2139	2140	2139	2139	2185	2145	2185	2194	2270	2202	2238	2139	2181	2139	2245	2140	2204	2322	2165	2188	2145	2145	2140	2189	2251	2322	2186	2141	2159	2087	2189	2144	2209	2139	2141	2141	2191	2146	2145	2142	2202	1309	2202	2291	2220	2147	2288	2311	2228	2144	2148	2142	2144	2144	2210	2101	2235	2138	2241	2183	2242	2267	2243	2131	2185	2148	2198	2241	2225	2144	2133	2132	2133	2245	2151	2242	2227	2199	2233	2133	2132	2198	2193	2132	2185	2240	2144	2144	2249	2215	2186	2073	2132	2242	3061	2134	2242	0	2242	2251	2275	2586	2257	2209	2226	2097	2196	2243	2219	2242	2318	2180	2241	2170	2184	2265	2304	2152	2142	2312	2297	2142	2363	2200	2248	2234	2460	2262	2139	2214	2149	2272	2305	2272	2227	2269	2148	2183	2188	2098	2144	2362	2149	2206	2241	2285	2241	2185	2141	2152	2250	2143	2174	2142	2244	2241	2148	2146	2135	2202	2279	2157	2293	2194	3102	2161	2345	2186	2243	2154	2152	2247	2170	2147	2156	2153	2242	2152	2207	2245	2146	2162	2144	2332	2211	2292	2186	2231	2269	2303	2217	2142	2135	2148	2347	2142	2182	2148	2157	2141	2151	2143	2145	2155	2148	2125	2190	2175	2150	2191	2157	2148	2149	2335	2150	2150	2183	2150	2187	2153	2179	2151	2166	2151	2203	2145	2193	2338	2188	2205
Kleb_pneu_MGH203	2214	2093	2218	2311	2219	2120	2220	2149	2220	2609	2215	54	2219	17	17	2204	2211	2239	2220	2155	2209	824	2213	2211	2212	2209	2213	2209	2210	2209	2209	2215	2216	2214	2195	2305	2257	2113	2209	2195	2209	17	2210	2237	2296	2167	2217	2215	2215	2210	2218	2230	2088	2213	2211	2190	2149	2218	2214	2218	2209	2211	2211	2243	2216	2215	2212	2220	2160	2220	2099	2249	2217	2227	2191	2229	2214	2219	2212	2142	2214	2221	2186	13	2120	1	2209	0	2298	1	2165	823	2218	2127	1	2252	2214	2167	2166	2167	2143	2222	0	2288	837	2243	2167	2166	2216	2222	2166	2208	16	2126	2214	2103	2141	2217	2122	2166	0	3127	2166	0	2242	0	2119	2243	2609	2263	2235	42	2222	2229	2260	2143	2259	2142	2169	1	2172	2215	2294	2335	2154	2212	2339	2214	2212	2357	2231	2268	2249	2430	2295	2209	2245	2219	2305	2336	2166	2233	2237	2218	762	2217	2223	2214	2358	2220	2216	1	2179	1	2209	2211	2215	2267	2213	2174	2212	2216	1	2218	2216	2233	2247	2171	2227	2210	2262	3147	2231	2300	2256	13	2224	2208	23	2172	2217	2153	2223	1942	2222	2225	2331	2216	2301	2126	2289	2229	2291	2191	2248	2237	2330	2065	2212	2190	2218	2343	2212	2329	2218	2227	2210	2221	2213	2177	2225	2218	2138	2277	2176	2220	2178	2227	2218	2219	2294	2220	2220	762	2220	2253	2223	2164	2221	2168	2221	2236	2215	2214	2295	2221	2232
Kleb_pneu_MGH204	2167	2138	2171	2307	2172	2176	2173	2135	2173	2575	2168	2115	2261	2122	2122	2162	2171	2203	2217	2151	2162	2118	2166	2164	2165	2162	2166	2162	2161	2162	2162	2203	2168	2202	2231	2286	2176	2082	2162	2143	2162	2122	2161	2201	2280	2213	2205	2168	2168	2161	2206	2217	2137	2201	2164	2175	2168	2206	2167	2169	2162	2164	2164	2214	2169	2168	2165	2209	2200	2209	2092	2245	2170	2172	2139	2219	2167	2171	2165	2192	2167	2210	2243	2114	2176	2118	2215	2119	2281	2120	2148	2117	2171	2077	2118	2248	2167	2150	2149	2150	2128	2174	2119	2311	2131	2200	2150	2149	2205	2206	2149	2198	2117	2182	2167	2127	2135	2180	2163	2149	2119	3074	2153	2119	2251	2119	0	2294	2587	2264	2228	2103	2234	2195	2248	2137	2247	2144	2226	2118	2178	2178	2277	2326	2144	2165	2332	2172	2165	2314	2252	2158	2233	2440	2276	2162	2194	2172	2286	2327	2145	2185	2288	2171	2100	2205	2235	2167	2309	2172	2205	2118	2156	2118	2197	2164	2179	2255	2166	2180	2165	2181	2118	2171	2169	2190	2203	2151	2180	2168	2209	3109	2184	2278	2209	2120	2177	2166	2124	2178	2170	2191	2176	2018	2175	2214	2337	2169	2262	2182	2284	2218	2223	2213	2236	2288	2323	2096	2165	2138	2171	2292	2165	2275	2171	2180	2168	2174	2166	2164	2178	2171	2187	2247	2182	2173	2227	2180	2171	2172	2289	2173	2173	2100	2173	2200	2176	2173	2174	2214	2174	2200	2168	2175	2290	2185	2179
Kleb_pneu_MGH205	2116	2297	2120	2351	2121	2101	2122	2284	2122	2596	2117	2237	2205	2246	2246	2265	2275	2252	2256	2086	2111	2246	2115	2113	2114	2111	2115	2111	2112	2111	2111	2191	2118	2190	2187	2296	2180	2275	2111	2222	2111	2246	2112	2250	2290	2159	2193	2117	2117	2112	2194	2157	2323	2193	2113	2108	2142	2194	2116	2221	2111	2113	2113	2252	2118	2117	2114	2258	2197	2258	2316	2085	2119	2281	2281	2257	2116	2121	2114	2178	2116	2249	2216	2236	2101	2242	2140	2243	2289	2244	2143	2245	2120	2277	2242	2088	2116	2145	2144	2145	2286	2124	2243	2339	2259	2252	2145	2144	2254	2200	2144	2206	2241	2107	2116	2314	2258	2188	2126	2144	2243	3039	2096	2243	2275	2243	2294	0	2598	2335	2239	2227	2206	2242	2259	2260	2258	2349	2207	2242	2185	2186	2291	2215	2200	2114	2219	2275	2114	2285	2252	2243	2252	2481	2286	2111	2222	2121	2296	2216	2344	2165	10	2120	2236	2193	2207	2116	2284	2122	2244	2242	2357	2242	2238	2113	2131	2266	2115	2187	2114	2087	2242	2120	2118	2167	2239	2350	2129	2271	2268	3069	2133	2280	2158	2244	2126	2132	2248	2185	2119	2166	2125	2240	2124	2263	2304	2118	2199	2107	2355	2267	2333	2224	2247	10	2210	2263	2114	2077	2120	2269	2114	2197	2120	2129	2126	2123	2115	2107	2127	2120	2160	2193	2189	2122	2219	2129	2120	2121	2360	2122	2122	2236	2122	2259	2125	2137	2123	2162	2123	2249	2117	2205	2361	2235	2197
Kleb_pneu_MGH206	2540	2630	2544	2647	2543	2540	2546	2617	2546	169	2541	2603	2551	2612	2612	2635	2641	2577	2597	2477	2535	2569	2539	2537	2538	2535	2539	2535	2534	2535	2535	2550	2541	2549	2569	2669	2542	2569	2535	2613	2535	2612	2534	2575	2714	2521	2552	2541	2541	2534	2553	2532	2644	2552	2537	2540	2487	2553	2540	2585	2535	2537	2537	2585	2542	2541	2538	2597	2588	2597	2623	2565	2543	2592	2658	2533	2540	2544	2538	2539	2540	2580	2523	2602	2540	2608	2606	2609	2661	2610	2491	2568	2544	2574	2608	2569	2540	2493	2492	2493	2588	2547	2609	2662	2582	2610	2493	2492	2593	2559	2492	2557	2607	2546	2540	2636	2548	2567	2501	2492	2609	3479	2524	2609	2586	2609	2587	2598	0	2671	2588	2593	2534	2565	2621	2550	2620	2648	2552	2608	2517	2565	2658	2635	2563	2538	2637	2645	2538	2606	2598	2580	2612	2843	2659	2535	2583	2545	2669	2636	2643	2503	2592	2544	2555	2552	2535	2540	2607	2545	2577	2608	2654	2608	2571	2537	2538	2628	2539	2519	2538	2513	2608	2544	2542	2559	2578	2648	2553	2641	2620	3504	2555	2680	2582	2610	2550	2536	2613	2517	2543	2537	2549	2569	2548	2602	2663	2542	2561	2546	2676	2606	2708	2536	2609	2592	2628	2613	2538	2461	2544	2592	2538	2575	2544	2553	2536	2547	2539	2535	2551	2544	2512	2583	2522	2546	2567	2553	2544	2545	2681	2546	2546	2555	2546	2611	2549	2540	2547	2522	2547	2572	2541	2554	2682	2563	2556
Kleb_pneu_MGH211	2209	2230	2213	2315	2214	2243	2215	2284	2215	2681	2210	2259	2234	2266	2266	2294	2304	2191	2158	2189	2204	2251	2208	2206	2207	2204	2208	2204	2205	2204	2204	2212	2210	2211	2217	2319	2221	2293	2204	2258	2204	2266	2205	2189	2275	2235	2214	2210	2210	2205	2215	2265	2353	2212	2206	2121	2233	2215	2209	2214	2204	2206	2206	2132	2211	2210	2207	2156	2160	2156	2308	2262	2212	2349	2321	2251	2209	2213	2207	2216	2209	2162	2213	2256	2243	2262	2241	2263	2314	2264	2207	2250	2213	2280	2262	2275	2209	2209	2208	2209	2282	2216	2263	2312	2264	2241	2209	2208	2152	2205	2208	2264	2261	2249	2209	2308	2247	2173	2149	2208	2263	3092	2105	2263	2257	2263	2264	2335	2671	0	2143	2247	2195	2181	2182	2251	2181	2312	2229	2262	2185	2171	2310	2340	2157	2207	2344	2304	2207	2368	2287	2171	2166	2556	2309	2204	2186	2214	2319	2341	2321	2275	2329	2212	2229	2214	2196	2209	2363	2214	2157	2262	2332	2262	2225	2206	2219	2189	2208	2187	2207	2238	2262	2213	2211	2197	2227	2326	2222	2300	2293	3139	2226	2279	2251	2264	2219	2206	2268	2185	2212	2120	2218	2250	2217	2161	2348	2211	2298	2249	2297	2165	2323	2223	2170	2329	2335	2264	2207	2138	2213	2348	2207	2328	2213	2222	2218	2216	2208	2116	2220	2213	2217	2287	2190	2215	2234	2222	2213	2214	2302	2215	2215	2229	2215	2284	2218	2164	2216	2232	2216	2188	2210	2160	2303	2173	2210
Kleb_pneu_MGH221	2209	2295	2213	2241	2214	2139	2215	2326	2215	2585	2210	2229	2261	2238	2238	2275	2285	595	409	2186	2204	2222	2208	2206	2207	2204	2208	2204	2205	2204	2204	2162	2210	2161	2198	2249	2032	2203	2204	2208	2204	2238	2205	591	2269	2179	2164	2210	2210	2205	2165	2234	2325	2160	2206	2198	2122	2165	2209	2163	2204	2206	2206	333	2211	2210	2207	409	2147	409	2271	2217	2212	2314	2308	2273	2209	2213	2207	2168	2209	503	2159	2228	2139	2234	2208	2235	2243	2236	2114	2221	2213	2235	2234	2224	2209	2116	2115	2116	2196	2216	2235	2205	2235	2190	2116	2115	405	2155	2115	2025	2233	2145	2209	2255	2194	2182	2072	2115	2235	3032	2182	2235	2209	2235	2228	2239	2588	2143	0	2219	2000	587	297	2196	296	2241	2200	2234	2122	2178	2240	2330	1245	2207	2328	2285	2207	2280	2193	2132	260	2413	2239	2204	2192	2214	2248	2331	2322	2196	2233	2213	2203	2163	2001	2209	2277	2214	498	2234	2333	2234	2091	2206	2221	304	2208	2124	2207	2179	2234	2213	2211	2144	2243	2327	2222	2281	2180	3052	2226	2243	2251	2236	2219	2116	2240	2122	2212	2159	2217	2229	2217	414	2355	2211	2220	2145	2282	418	2268	2031	285	2233	2319	2209	2207	2126	2213	2264	2207	2237	2213	2222	2214	2216	2208	2193	2220	2213	2107	2217	2127	2215	2199	2222	2213	2214	2287	2215	2215	2203	2215	2171	2218	2100	2216	2172	2216	590	2210	2177	2288	571	2182
Kleb_pneu_MGH222	2198	2077	2202	2295	2203	2104	2204	2133	2204	2593	2199	38	2203	45	45	2188	2195	2223	2204	2139	2193	808	2197	2195	2196	2193	2197	2193	2194	2193	2193	2199	2200	2198	2179	2289	2241	2098	2193	2179	2193	45	2194	2221	2280	2151	2201	2199	2199	2194	2202	2214	2072	2197	2195	2174	2133	2202	2198	2202	2193	2195	2195	2227	2200	2199	2196	2204	2144	2204	2083	2233	2201	2211	2175	2213	2198	2203	2196	2126	2198	2205	2170	37	2104	41	2193	42	2282	43	2149	807	2202	2111	41	2236	2198	2151	2150	2151	2127	2206	42	2272	821	2227	2151	2150	2200	2206	2150	2192	40	2110	2198	2087	2125	2201	2106	2150	42	3111	2150	42	2226	42	2103	2227	2593	2247	2219	0	2206	2213	2244	2127	2243	2126	2153	41	2156	2199	2278	2319	2138	2196	2323	2198	2196	2341	2215	2252	2233	2414	2279	2193	2229	2203	2289	2320	2150	2217	2221	2202	746	2201	2207	2198	2342	2204	2200	41	2163	41	2193	2195	2199	2251	2197	2158	2196	2200	41	2202	2200	2217	2231	2155	2211	2194	2246	3131	2215	2284	2240	43	2208	2192	47	2156	2201	2137	2207	1926	2206	2209	2315	2200	2285	2110	2273	2213	2275	2175	2232	2221	2314	2049	2196	2174	2202	2327	2196	2313	2202	2211	2194	2205	2197	2161	2209	2202	2122	2261	2160	2204	2162	2211	2202	2203	2278	2204	2204	746	2204	2237	2207	2148	2205	2152	2205	2220	2199	2198	2279	2205	2216
Kleb_pneu_MGH227	2177	2266	2181	2236	2182	2110	2183	2274	2183	2533	2178	2216	2208	2225	2225	2224	2234	2100	2033	2125	2172	2215	2176	2174	2175	2172	2176	2172	2173	2172	2172	2138	2178	2137	2148	2219	2160	2202	2172	2149	2172	2225	2173	2098	2205	2232	2140	2178	2178	2173	2141	2177	2246	2138	2174	2161	2112	2141	2177	2124	2172	2174	2174	2033	2179	2178	2175	2033	2061	2033	2259	2191	2180	2312	2301	2163	2177	2181	2175	2178	2177	2048	2108	2215	2110	2221	2210	2222	2213	2223	2122	2214	2181	2212	2221	2206	2177	2124	2123	2124	2196	2184	2222	2240	2228	2154	2124	2123	2029	2137	2123	1973	2220	2116	2177	2236	2192	2169	2032	2123	2222	2991	2143	2222	2097	2222	2234	2206	2534	2195	2000	2206	0	2090	2036	2192	2035	2206	2209	2221	2098	2165	2210	2269	2057	2175	2267	2234	2175	2288	2151	2075	2017	2427	2209	2172	2179	2182	2219	2270	2286	2130	2200	2181	2203	2140	17	2177	2288	2182	2043	2221	2299	2221	2139	2174	2179	2043	2176	2100	2175	2118	2221	2181	2179	2115	2197	2292	2190	2230	2123	3034	2194	2211	2219	2223	2187	2190	2227	2098	2180	2183	2186	2202	2185	2038	2331	2179	2199	2116	2277	2042	2270	2032	2024	2200	2258	2158	2175	2089	2181	2273	2175	2201	2181	2190	2178	2184	2176	2154	2188	2181	2129	2178	2103	2183	2210	2190	2181	2182	2282	2183	2183	2203	2183	2114	2186	2044	2184	2231	2184	2097	2178	2162	2283	2082	2162
Kleb_pneu_MGH228	2213	2261	2217	2238	2218	2152	2219	2294	2219	2564	2214	2223	2265	2232	2232	2222	2232	34	678	2143	2208	2239	2212	2210	2211	2208	2212	2208	2209	2208	2208	2124	2214	2123	2205	2258	2040	2235	2208	2129	2208	2232	2209	44	2253	2199	2126	2214	2214	2209	2127	2263	2320	2124	2210	2163	2098	2127	2213	2177	2208	2210	2210	364	2215	2214	2211	678	2148	678	2238	2241	2216	2321	2321	2247	2213	2217	2211	2182	2213	314	2154	2222	2152	2228	2184	2229	2252	2230	2100	2238	2217	2221	2228	2240	2213	2102	2101	2102	2177	2220	2229	2200	2252	2207	2102	2101	674	2129	2101	2028	2227	2158	2213	2259	2181	2144	2064	2101	2229	3050	2149	2229	2196	2229	2195	2242	2565	2181	587	2213	2090	0	606	2183	605	2269	2206	2228	2098	2140	2249	2319	1251	2211	2317	2232	2211	2301	2181	2147	571	2445	2248	2208	2158	2218	2257	2320	2319	2176	2236	2217	2226	2125	2091	2213	2300	2218	309	2228	2330	2228	2075	2210	2229	613	2212	2100	2211	2169	2228	2217	2215	2136	2221	2324	2226	2228	2176	3064	2230	2227	2255	2230	2223	2078	2234	2098	2216	2175	2221	2227	2221	683	2347	2215	2180	2158	2242	687	2261	2037	594	2236	2308	2240	2211	2096	2217	2285	2211	2225	2217	2226	2222	2220	2212	2160	2224	2217	2120	2200	2103	2219	2209	2226	2217	2218	2247	2219	2219	2228	2219	2167	2222	2079	2220	2192	2220	19	2214	2147	2248	42	2168
Kleb_pneu_MGH229	2240	2306	2244	2280	2245	2168	2246	2371	2246	2616	2241	2254	2284	2263	2263	2287	2297	614	484	2192	2235	2252	2239	2237	2238	2235	2239	2235	2236	2235	2235	2203	2241	2202	2220	2269	2075	2232	2235	2232	2235	2263	2236	608	2288	2210	2205	2241	2241	2236	2206	2271	2374	2203	2237	2206	2127	2206	2240	2198	2235	2237	2237	364	2242	2241	2238	484	2187	484	2310	2242	2243	2335	2341	2268	2240	2244	2238	2203	2240	526	2196	2253	2168	2259	2207	2260	2263	2261	2131	2251	2244	2272	2259	2249	2240	2133	2132	2133	2245	2247	2260	2242	2265	2225	2133	2132	480	2196	2132	2054	2258	2174	2240	2282	2226	2227	2123	2132	2260	3068	2190	2260	2243	2260	2248	2259	2621	2182	297	2244	2036	606	0	2228	1	2279	2231	2259	2163	2223	2260	2371	1260	2238	2369	2297	2238	2341	2199	2169	125	2429	2259	2235	2235	2245	2268	2372	2331	2204	2253	2244	2235	2205	2037	2240	2338	2245	521	2259	2342	2259	2082	2237	2252	53	2239	2165	2238	2182	2259	2244	2242	2183	2269	2336	2253	2293	2205	3086	2257	2260	2282	2261	2250	2153	2265	2163	2243	2190	2248	2265	2248	489	2404	2242	2229	2174	2304	493	2305	2110	34	2253	2360	2246	2238	2147	2244	2325	2238	2252	2244	2253	2245	2247	2239	2201	2251	2244	2130	2246	2168	2246	2230	2253	2244	2245	2309	2246	2246	2235	2246	2196	2249	2139	2247	2203	2247	609	2241	2222	2310	588	2223
Kleb_pneu_MGH230	2188	2103	2192	2320	2193	2218	2194	2159	2194	2557	2189	2139	2240	2146	2146	2170	2179	2191	2178	2171	2183	2124	2187	2185	2186	2183	2187	2183	2184	2183	2183	2211	2189	2210	2225	2245	2200	2045	2183	2199	2183	2146	2184	2189	2298	2209	2213	2189	2189	2184	2214	2224	2176	2213	2185	2172	2151	2214	2188	2218	2183	2185	2185	2193	2190	2189	2186	2178	2202	2178	2113	2195	2191	2188	2171	2216	2188	2192	2186	2200	2188	2178	2215	2136	2218	2142	2175	2143	2240	2144	2159	2123	2192	2155	2142	2204	2188	2161	2160	2161	2118	2195	2143	2337	2137	2247	2161	2160	2174	2216	2160	2202	2141	2224	2188	2118	56	2213	2133	2160	2143	3085	2158	2143	2219	2143	2137	2260	2550	2251	2196	2127	2192	2183	2228	0	2227	2179	2224	2142	2186	2211	2234	2388	2136	2186	2394	2180	2186	2367	2240	2201	2212	2404	2235	2183	2219	2193	2245	2389	2142	2222	2254	2192	2120	2213	2193	2188	2368	2193	2173	2142	2155	2142	2213	2185	2198	2235	2187	2188	2186	2141	2142	2192	2190	2178	2221	2147	2201	2176	2220	3124	2205	2302	2230	2144	2198	2151	2148	2186	2191	2199	2197	2122	2196	2183	2380	2190	2261	2224	2298	2187	2232	2150	2216	2254	2385	2121	2186	2109	2192	2353	2186	2273	2192	2201	2193	2195	2187	2169	2199	2192	2193	2256	2191	2194	2239	2201	2192	2193	2303	2194	2194	2120	2194	2211	2197	2195	2195	2214	2195	2188	2189	2215	2304	2177	2195
